,Global_reactive_power,Voltage,Global_intensity,Day,Month,Hour,Minutes,total_metering
191600,0.102,239.2976727604501,3.6,28,4,18,44,1.0
211958,0.07,232.44,8.2,5,12,22,2,16.0
102385,0.0,240.09,0.8,25,2,19,49,0.0
219643,0.082,236.92,1.4,18,5,6,7,0.0
119029,0.05,237.31,15.0,3,9,9,13,45.0
128352,0.192,237.72,15.2,15,3,20,36,18.0
230890,0.09,236.05,1.4,26,5,1,34,0.0
209317,0.294,233.81,2.0,5,11,2,1,2.0
70203,0.0,239.7,5.4,2,3,11,27,17.0
124196,0.0,245.69,1.0,3,12,23,20,0.0
80244,0.318,234.99,10.6,2,10,10,48,19.0
206520,0.108,237.27,1.0,5,9,3,24,0.0
196543,0.046,238.07,1.6,5,2,5,7,0.0
13420,0.0,240.99,9.6,26,12,1,4,1.0
229566,0.082,237.63,1.4,25,5,3,30,1.0
206865,0.198,229.96,5.4,5,9,9,9,17.0
87702,0.122,243.75,1.4,15,2,15,6,0.0
72627,0.0,244.19,1.2,2,5,3,51,0.0
118398,0.05,238.49,9.2,3,8,22,42,18.0
240508,0.306,236.05,2.6,6,1,17,52,1.0
31520,0.182,245.22,6.0,1,7,14,44,19.0
115710,0.0,241.0,0.8,3,7,1,54,0.0
79162,0.274,247.97,2.0,2,9,16,46,1.0
23194,0.124,237.47,1.8,1,1,19,58,1.0
220303,0.046,235.51,1.4,18,5,17,7,0.0
83444,0.0,237.66,5.6,2,12,16,8,18.0
156952,0.116,242.51,1.6,4,4,17,16,0.0
241218,0.096,237.1,1.4,6,2,5,42,0.0
39465,0.164,243.42,1.4,13,1,3,9,0.0
203833,0.126,236.85,1.4,5,7,6,37,0.0
11818,0.0,242.07,1.6,24,12,22,22,0.0
53615,0.258,244.58,7.2,22,1,22,59,1.0
135736,0.148,238.91,6.6,20,3,23,40,22.0
71757,0.43,238.64,7.6,2,4,13,21,18.0
214145,0.176,234.03,1.4,14,5,10,29,0.0
243101,0.358,228.39,16.9,6,3,13,5,45.0
125605,0.17,241.14,11.4,13,3,22,49,29.0
71915,0.274,241.86,6.8,2,4,15,59,19.0
193712,0.102,239.2976727604501,3.6,30,4,5,56,1.0
178293,0.0,239.29,5.0,19,4,12,57,17.0
118550,0.052,242.99,1.4,3,9,1,14,0.0
222731,0.206,232.64,4.8,20,5,9,35,0.0
180047,0.0,237.93,1.0,20,4,18,11,0.0
64262,0.11,236.35,5.8,30,1,8,26,17.0
23662,0.0,246.54,1.6,1,2,3,46,0.0
130041,0.088,240.38,1.4,17,3,0,45,0.0
23396,0.0,244.82,1.6,1,1,23,20,0.0
104362,0.124,241.39,1.4,27,2,4,46,0.0
180218,0.134,238.13,8.8,20,4,21,2,19.0
26209,0.16,242.8,3.8,1,3,22,13,0.0
55101,0.0,243.95,7.6,23,1,23,45,0.0
9154,0.0,243.23,0.8,23,12,1,58,0.0
175441,0.128,241.3,1.4,17,4,13,25,0.0
192609,0.102,239.2976727604501,3.6,29,4,11,33,1.0
118305,0.116,236.16,15.8,3,8,21,9,32.0
70759,0.364,234.93,12.6,2,3,20,43,17.0
35023,0.0,241.93,5.2,1,10,1,7,18.0
152089,0.084,240.18,13.0,4,1,8,13,18.0
189872,0.234,235.9,2.2,27,4,13,56,1.0
7245,0.166,234.11,10.6,21,12,18,9,17.0
3882,0.1,239.32,1.4,19,12,10,6,0.0
112827,0.0,241.63,1.0,3,5,1,51,1.0
76529,0.0,232.76,9.6,2,7,20,53,0.0
218313,0.184,236.01,6.4,17,5,7,57,17.0
177418,0.0,240.99,5.0,18,4,22,22,0.0
7648,0.126,244.33,1.2,22,12,0,52,0.0
66008,0.0,237.04,8.2,31,1,13,32,18.0
90970,0.124,237.06,16.8,17,2,21,34,38.0
140785,0.09,237.57,6.2,24,3,11,49,17.0
237040,0.048,233.27,6.2,30,5,8,4,17.0
154210,0.274,239.2,7.2,4,2,19,34,18.0
228118,0.292,236.79,2.2,24,5,3,22,2.0
79609,0.154,242.95,2.2,2,10,0,13,4.0
236428,0.074,235.24,5.6,29,5,21,52,0.0
91652,0.07,237.8,14.2,18,2,8,56,17.0
245805,0.0,232.69,0.8,6,5,10,9,0.0
31970,0.11,239.61,9.2,1,7,22,14,18.0
214931,0.058,239.66,5.6,14,5,23,35,17.0
208398,0.0,233.57,0.6,5,10,10,42,0.0
101562,0.078,242.23,1.2,25,2,6,6,0.0
132969,0.072,239.21,5.6,19,3,1,33,18.0
237863,0.0,234.91,7.2,30,5,21,47,1.0
203349,0.108,231.92,10.4,5,6,22,33,17.0
96034,0.08,237.73,5.6,21,2,9,58,17.0
128303,0.236,235.07,13.2,15,3,19,47,17.0
122096,0.06,240.24,2.0,3,11,12,20,0.0
188381,0.086,234.45,1.8,26,4,13,5,1.0
97142,0.182,239.29,10.2,22,2,4,26,0.0
225390,0.196,238.15,1.8,22,5,5,54,2.0
4946,0.0,246.1,1.0,20,12,3,50,1.0
221967,0.088,238.1,1.6,19,5,20,51,0.0
227008,0.0,229.99,15.4,23,5,8,52,45.0
97523,0.222,239.44,7.0,22,2,10,47,19.0
236576,0.0,235.32,1.2,30,5,0,20,0.0
224985,0.0,239.0,5.6,21,5,23,9,17.0
224719,0.204,235.57,1.8,21,5,18,43,1.0
5065,0.0,244.99,0.8,20,12,5,49,0.0
111482,0.118,241.52,1.4,3,4,3,26,0.0
35233,0.156,243.64,1.4,1,10,4,37,2.0
209858,0.172,232.5,2.6,5,11,11,2,0.0
27607,0.0,239.52,1.2,1,4,21,31,0.0
184469,0.152,233.91,1.6,23,4,19,53,1.0
237156,0.052,231.04,5.2,30,5,10,0,16.0
167592,0.0,239.87,1.0,4,12,2,36,0.0
61375,0.0,242.09,1.4,28,1,8,19,0.0
17447,0.174,239.34,6.8,28,12,20,11,0.0
161059,0.0,243.65,1.0,4,7,13,43,0.0
55886,0.254,240.71,9.8,24,1,12,50,24.0
8626,0.178,238.56,7.2,22,12,17,10,18.0
243156,0.274,234.69,6.4,6,3,14,0,18.0
219953,0.074,234.45,1.2,18,5,11,17,0.0
47441,0.0,242.89,5.4,18,1,16,5,18.0
74531,0.08,240.3,3.4,2,6,11,35,0.0
207347,0.1,236.83,1.0,5,9,17,11,1.0
190677,0.102,239.2976727604501,3.6,28,4,3,21,1.0
206055,0.098,232.09,5.0,5,8,19,39,0.0
31638,0.0,237.09,9.4,1,7,16,42,17.0
211279,0.094,234.26,5.2,5,12,10,43,18.0
9047,0.06,242.85,9.6,23,12,0,11,0.0
100840,0.096,236.64,5.6,24,2,18,4,17.0
106781,0.0,240.04,0.8,28,2,21,5,0.0
11202,0.2,237.05,7.2,24,12,12,6,18.0
81135,0.124,240.76,8.0,2,11,1,39,0.0
105014,0.0,244.21,1.0,27,2,15,38,0.0
77812,0.206,236.59,7.2,2,8,18,16,18.0
218514,0.198,231.21,14.8,17,5,11,18,45.0
145895,0.0,242.52,1.0,28,3,0,59,0.0
135978,0.094,246.28,1.4,21,3,3,42,0.0
245234,0.132,236.18,5.8,6,5,0,38,18.0
129694,0.096,231.98,16.9,16,3,18,58,36.0
21232,0.0,239.81,13.8,31,12,11,16,18.0
166726,0.102,241.28,5.8,4,11,12,10,20.0
183347,0.0,242.68,1.6,23,4,1,11,0.0
177549,0.196,240.36,2.6,19,4,0,33,1.0
53840,0.0,245.81,2.0,23,1,2,44,0.0
199341,0.096,239.12,0.8,5,4,3,45,1.0
238962,0.0,238.02,0.8,31,5,16,6,0.0
76709,0.216,244.48,2.0,2,7,23,53,0.0
165626,0.1,240.72,2.6,4,10,17,50,1.0
168260,0.0,239.04,0.8,4,12,13,44,0.0
152667,0.388,236.71,8.0,4,1,17,51,20.0
226925,0.154,238.0,6.2,23,5,7,29,19.0
170755,0.116,240.26,1.4,14,4,7,19,0.0
240763,0.192,234.44,4.8,6,1,22,7,0.0
249390,0.0,237.19,1.4,6,7,21,54,0.0
31979,0.204,240.58,7.8,1,7,22,23,17.0
138101,0.064,243.86,2.6,22,3,15,5,0.0
217552,0.11,233.83,8.8,16,5,19,16,31.0
104945,0.114,245.43,1.4,27,2,14,29,0.0
146317,0.0,241.47,6.2,28,3,8,1,20.0
1510,0.188,235.26,14.2,17,12,18,34,17.0
41102,0.082,238.65,13.2,14,1,6,26,0.0
45239,0.146,243.65,1.4,17,1,3,23,0.0
232774,0.076,231.31,14.8,27,5,8,58,16.0
141437,0.234,237.88,14.4,24,3,22,41,1.0
191528,0.102,239.2976727604501,3.6,28,4,17,32,1.0
48116,0.244,240.96,2.0,19,1,3,20,0.0
135309,0.0,244.11,1.4,20,3,16,33,0.0
54152,0.296,237.42,12.8,23,1,7,56,18.0
30085,0.222,239.38,8.0,1,6,14,49,18.0
28415,0.0,238.71,5.0,1,5,10,59,0.0
59551,0.114,242.57,2.4,27,1,1,55,1.0
167657,0.11,241.9,1.2,4,12,3,41,2.0
14900,0.196,249.08,2.4,27,12,1,44,0.0
10150,0.08,239.32,12.4,23,12,18,34,17.0
96864,0.188,240.67,9.4,21,2,23,48,20.0
200099,0.2,237.18,1.6,5,4,16,23,2.0
185226,0.174,233.98,1.4,24,4,8,30,1.0
126304,0.0,240.34,5.4,14,3,10,28,18.0
125639,0.0,244.04,7.2,13,3,23,23,22.0
167681,0.0,240.85,1.0,4,12,4,5,0.0
57815,0.066,243.6,8.6,25,1,20,59,18.0
228617,0.084,233.88,1.4,24,5,11,41,0.0
81445,0.058,240.04,9.8,2,11,6,49,0.0
192692,0.102,239.2976727604501,3.6,29,4,12,56,1.0
74008,0.224,242.28,1.8,2,6,2,52,1.0
174987,0.096,239.76,1.2,17,4,5,51,0.0
144544,0.212,242.03,1.8,27,3,2,28,1.0
42251,0.092,240.21,5.6,15,1,1,35,18.0
247258,0.152,230.8,6.4,6,6,10,22,17.0
240305,0.092,234.67,1.4,6,1,14,29,0.0
49017,0.0,238.1,0.8,19,1,18,21,0.0
115196,0.128,242.25,1.6,3,6,17,20,0.0
76324,0.0,243.08,2.4,2,7,17,28,0.0
116733,0.336,234.21,16.9,3,7,18,57,45.0
87270,0.0,240.74,8.6,15,2,7,54,17.0
101236,0.126,242.0,1.4,25,2,0,40,0.0
6018,0.074,235.53,15.0,20,12,21,42,17.0
16641,0.312,246.61,2.0,28,12,6,45,0.0
240135,0.17,233.24,5.8,6,1,11,39,17.0
197315,0.118,236.54,1.0,5,2,17,59,0.0
136,0.158,233.2,14.6,16,12,19,40,18.0
230285,0.076,234.86,1.2,25,5,15,29,1.0
181801,0.232,240.81,3.2,21,4,23,25,0.0
33647,0.164,243.5,1.4,1,9,2,11,0.0
203485,0.072,239.16,0.8,5,7,0,49,1.0
108410,0.24,239.76,1.8,3,2,0,14,1.0
114717,0.266,241.57,4.0,3,6,9,21,2.0
24612,0.136,240.37,5.6,1,2,19,36,18.0
212196,0.0,235.64,4.8,13,5,2,0,17.0
177353,0.166,235.55,16.9,18,4,21,17,0.0
144600,0.0,241.22,5.4,27,3,3,24,18.0
228995,0.188,238.13,1.8,24,5,17,59,2.0
143876,0.264,244.34,2.0,26,3,15,20,0.0
217079,0.072,234.04,5.8,16,5,11,23,17.0
54455,0.14,244.74,1.4,23,1,12,59,0.0
31436,0.048,233.73,16.9,1,7,13,20,45.0
6208,0.0,244.75,6.0,21,12,0,52,18.0
60153,0.182,236.57,7.4,27,1,11,57,17.0
91233,0.07,236.5,16.9,18,2,1,57,37.0
187927,0.08,234.59,0.8,26,4,5,31,1.0
215781,0.088,235.9,1.6,15,5,13,45,0.0
130607,0.104,235.43,6.0,17,3,10,11,17.0
23491,0.15,243.05,1.8,1,2,0,55,1.0
193840,0.102,239.2976727604501,3.6,30,4,8,4,1.0
78601,0.0,237.74,11.4,2,9,7,25,18.0
91659,0.098,237.61,14.2,18,2,9,3,17.0
143636,0.206,238.22,7.2,26,3,11,20,18.0
245565,0.0,238.9,0.8,6,5,6,9,0.0
41951,0.28,233.91,13.6,14,1,20,35,18.0
65639,0.134,240.81,3.0,31,1,7,23,0.0
231764,0.272,233.42,15.6,26,5,16,8,45.0
111852,0.228,238.9,1.8,3,4,9,36,2.0
220492,0.416,230.9,16.9,18,5,20,16,45.0
184373,0.0,234.86,0.6,23,4,18,17,0.0
85060,0.108,235.76,11.8,13,2,19,4,17.0
82344,0.288,239.03,11.6,2,11,21,48,20.0
216325,0.194,238.13,2.4,15,5,22,49,2.0
29537,0.182,242.89,1.6,1,6,5,41,0.0
237019,0.056,231.69,15.6,30,5,7,43,45.0
226079,0.19,236.69,1.8,22,5,17,23,1.0
88828,0.232,241.98,2.0,16,2,9,52,2.0
238935,0.07,237.24,1.2,31,5,15,39,1.0
15307,0.0,241.44,7.2,27,12,8,31,18.0
243666,0.0,233.66,15.0,6,3,22,30,35.0
76816,0.0,243.84,1.0,2,8,1,40,0.0
19683,0.22,239.69,13.2,30,12,9,27,18.0
15804,0.206,246.51,1.6,27,12,16,48,0.0
55769,0.084,240.9,5.6,24,1,10,53,18.0
206367,0.178,234.29,1.4,5,9,0,51,0.0
161572,0.05,236.18,13.8,4,7,22,16,17.0
162893,0.214,239.21,1.8,4,8,20,17,0.0
169452,0.104,239.97,5.8,13,4,9,36,18.0
43554,0.368,241.83,15.0,15,1,23,18,35.0
188176,0.0,233.01,5.8,26,4,9,40,18.0
133085,0.0,243.12,1.2,19,3,3,29,0.0
217048,0.068,234.66,5.8,16,5,10,52,16.0
108815,0.0,242.66,0.8,3,2,6,59,0.0
48060,0.0,240.74,1.0,19,1,2,24,0.0
216417,0.0,240.46,0.8,16,5,0,21,0.0
12603,0.054,241.78,13.0,25,12,11,27,18.0
19732,0.398,235.01,16.9,30,12,10,16,45.0
80956,0.1,240.81,16.9,2,10,22,40,18.0
13637,0.0,245.49,9.8,26,12,4,41,1.0
227268,0.284,233.45,3.0,23,5,13,12,2.0
38024,0.274,244.56,2.0,1,12,3,8,2.0
101973,0.0,245.11,1.0,25,2,12,57,0.0
170952,0.0,236.44,5.2,14,4,10,36,17.0
102504,0.196,239.75,1.6,25,2,21,48,1.0
100972,0.204,236.65,1.8,24,2,20,16,0.0
249382,0.0,234.08,10.8,6,7,21,46,36.0
141956,0.062,239.3,9.4,25,3,7,20,0.0
211754,0.0,235.15,5.8,5,12,18,38,17.0
48382,0.18,237.94,13.4,19,1,7,46,18.0
131987,0.232,238.32,15.8,18,3,9,11,45.0
234882,0.084,235.07,7.8,28,5,20,6,17.0
88950,0.11,237.56,5.8,16,2,11,54,17.0
171247,0.082,238.45,1.2,14,4,15,31,0.0
82556,0.086,243.86,1.6,2,12,1,20,0.0
179491,0.132,240.29,1.0,20,4,8,55,0.0
113885,0.414,234.12,16.9,3,5,19,29,45.0
93597,0.0,240.95,1.0,19,2,17,21,0.0
245126,0.294,236.62,2.6,6,4,22,50,1.0
42219,0.0,241.0,5.2,15,1,1,3,18.0
15774,0.312,245.98,2.0,27,12,16,18,0.0
153750,0.196,238.16,6.0,4,2,11,54,19.0
50606,0.25,235.86,14.4,20,1,20,50,23.0
19269,0.056,247.5,1.0,30,12,2,33,0.0
134517,0.0,246.7,1.0,20,3,3,21,0.0
193901,0.102,239.2976727604501,3.6,30,4,9,5,1.0
130637,0.252,234.63,9.2,17,3,10,41,18.0
78117,0.128,245.25,6.0,2,8,23,21,18.0
164028,0.108,241.15,1.2,4,9,15,12,1.0
122592,0.356,236.81,12.8,3,11,20,36,18.0
204933,0.148,235.67,3.8,5,8,0,57,0.0
222258,0.13,238.29,1.6,20,5,1,42,0.0
179621,0.132,238.98,1.4,20,4,11,5,0.0
57805,0.08,240.89,8.2,25,1,20,49,18.0
142032,0.064,240.25,14.2,25,3,8,36,18.0
139334,0.0,244.48,0.8,23,3,11,38,0.0
191215,0.102,239.2976727604501,3.6,28,4,12,19,1.0
250470,0.094,240.43,1.4,6,8,15,54,1.0
92177,0.22,236.07,8.8,18,2,17,41,19.0
203688,0.082,236.7,1.0,5,7,4,12,1.0
62008,0.0,235.08,15.0,28,1,18,52,17.0
10388,0.332,238.74,16.9,23,12,22,32,39.0
195883,0.048,233.81,1.2,5,1,18,7,0.0
32978,0.13,242.09,8.0,1,8,15,2,18.0
43794,0.146,244.84,1.4,16,1,3,18,0.0
89777,0.052,239.16,5.4,17,2,1,41,17.0
183369,0.188,242.4,2.2,23,4,1,33,0.0
187131,0.086,234.61,0.8,25,4,16,15,0.0
74311,0.36,237.83,10.0,2,6,7,55,18.0
133579,0.0,240.02,3.2,19,3,11,43,0.0
226784,0.046,235.12,1.2,23,5,5,8,0.0
171560,0.108,241.18,1.2,14,4,20,44,2.0
179640,0.12,239.86,1.0,20,4,11,24,1.0
50386,0.0,238.05,9.6,20,1,17,10,17.0
54499,0.358,242.32,2.4,23,1,13,43,1.0
191058,0.102,239.2976727604501,3.6,28,4,9,42,1.0
236003,0.058,233.4,1.2,29,5,14,47,0.0
75218,0.132,245.26,1.6,2,6,23,2,0.0
236154,0.046,232.5,5.4,29,5,17,18,16.0
129510,0.0,243.29,1.0,16,3,15,54,0.0
150249,0.0,242.34,1.4,31,3,1,33,0.0
224141,0.172,229.9,6.0,21,5,9,5,17.0
144372,0.0,242.97,1.0,26,3,23,36,0.0
224240,0.07,232.92,5.6,21,5,10,44,17.0
198190,0.046,230.71,4.6,5,3,8,34,16.0
210394,0.088,236.55,0.8,5,11,19,58,0.0
115936,0.046,239.11,0.8,3,7,5,40,0.0
159604,0.35,242.67,2.4,4,6,13,28,1.0
34812,0.144,236.71,8.0,1,9,21,36,4.0
141426,0.368,238.86,14.8,24,3,22,30,1.0
196637,0.054,235.13,11.4,5,2,6,41,18.0
73319,0.124,243.78,7.0,2,5,15,23,18.0
69787,0.11,239.45,10.0,2,3,4,31,0.0
180771,0.0,240.84,2.0,21,4,6,15,4.0
84282,0.0,243.12,1.0,13,2,6,6,0.0
223068,0.096,239.68,1.4,20,5,15,12,0.0
223567,0.148,235.52,10.4,20,5,23,31,35.0
113863,0.344,234.99,16.9,3,5,19,7,45.0
83006,0.17,239.69,6.4,2,12,8,50,21.0
138410,0.082,235.88,1.8,22,3,20,14,0.0
200537,0.262,239.78,1.8,5,4,23,41,0.0
94613,0.218,235.56,7.6,20,2,10,17,18.0
166427,0.232,239.87,1.8,4,11,7,11,2.0
15614,0.124,241.8,1.2,27,12,13,38,0.0
43012,0.14,244.52,4.6,15,1,14,16,2.0
32711,0.0,236.52,5.2,1,8,10,35,17.0
45017,0.152,244.74,1.4,16,1,23,41,0.0
188014,0.09,235.47,2.4,26,4,6,58,0.0
228310,0.17,235.93,1.8,24,5,6,34,0.0
93348,0.0,240.44,5.4,19,2,13,12,18.0
60468,0.072,240.85,5.6,27,1,17,12,18.0
2624,0.122,241.57,7.2,18,12,13,8,18.0
230009,0.084,234.14,1.4,25,5,10,53,0.0
124955,0.232,240.59,1.8,13,3,11,59,1.0
227721,0.182,234.35,4.4,23,5,20,45,0.0
249887,0.052,237.8,0.8,6,8,6,11,0.0
124129,0.0,237.43,13.2,3,12,22,13,36.0
241688,0.058,234.48,2.4,6,2,13,32,0.0
241161,0.08,234.99,5.6,6,2,4,45,17.0
18978,0.118,233.68,16.9,29,12,21,42,45.0
233033,0.068,236.56,2.8,27,5,13,17,0.0
69352,0.206,240.53,2.8,2,2,21,16,0.0
43030,0.0,243.8,7.6,15,1,14,34,19.0
59127,0.18,237.47,4.2,26,1,18,51,0.0
61673,0.134,235.05,13.8,28,1,13,17,39.0
90585,0.244,240.74,3.6,17,2,15,9,1.0
36374,0.084,246.33,1.2,1,10,23,38,0.0
122475,0.054,238.93,9.0,3,11,18,39,18.0
77205,0.078,239.59,8.2,2,8,8,9,17.0
126214,0.088,237.93,5.6,14,3,8,58,18.0
172281,0.238,240.33,1.8,15,4,8,45,2.0
82329,0.068,237.25,10.4,2,11,21,33,17.0
167315,0.118,240.9,1.4,4,11,21,59,0.0
87931,0.212,234.43,16.9,15,2,18,55,44.0
158510,0.168,240.11,13.4,4,5,19,14,1.0
26495,0.0,241.96,9.6,1,4,2,59,0.0
8090,0.218,239.37,12.4,22,12,8,14,20.0
152969,0.15,241.78,9.2,4,1,22,53,22.0
132754,0.154,236.17,6.2,18,3,21,58,0.0
223773,0.046,236.51,1.2,21,5,2,57,0.0
104374,0.118,240.17,1.4,27,2,4,58,0.0
123494,0.092,238.13,8.2,3,12,11,38,17.0
206095,0.126,231.86,9.0,5,8,20,19,17.0
143713,0.242,241.32,2.8,26,3,12,37,1.0
48231,0.126,237.97,1.4,19,1,5,15,0.0
61994,0.144,234.01,14.0,28,1,18,38,17.0
84974,0.066,240.1,6.0,13,2,17,38,18.0
110440,0.116,239.65,1.4,3,3,10,4,0.0
183,0.076,234.57,13.8,16,12,20,27,17.0
167988,0.104,240.43,1.2,4,12,9,12,1.0
78318,0.26,244.62,2.0,2,9,2,42,1.0
112800,0.0,241.79,1.0,3,5,1,24,0.0
239569,0.076,236.25,1.2,6,1,2,13,0.0
22147,0.0,243.79,10.2,1,1,2,31,0.0
102870,0.12,240.46,1.4,26,2,3,54,0.0
98959,0.118,240.39,6.0,23,2,10,43,18.0
147688,0.174,234.41,16.9,29,3,6,52,17.0
228453,0.142,230.72,15.0,24,5,8,57,45.0
216132,0.1,237.58,1.4,15,5,19,36,0.0
141139,0.06,238.71,9.4,24,3,17,43,17.0
83385,0.112,244.03,6.0,2,12,15,9,18.0
152199,0.048,239.92,7.4,4,1,10,3,17.0
109589,0.076,235.67,1.2,3,2,19,53,0.0
93387,0.0,242.32,1.2,19,2,13,51,0.0
57082,0.0,240.15,5.2,25,1,8,46,18.0
45199,0.252,242.22,6.0,17,1,2,43,19.0
241191,0.172,236.37,6.0,6,2,5,15,18.0
58302,0.0,244.88,1.0,26,1,5,6,0.0
201803,0.194,229.67,10.2,5,5,20,47,19.0
224281,0.066,231.84,5.6,21,5,11,25,16.0
206562,0.222,236.58,1.4,5,9,4,6,1.0
13814,0.13,240.78,11.4,26,12,7,38,0.0
76604,0.102,233.57,16.9,2,7,22,8,24.0
219395,0.084,236.72,1.2,18,5,1,59,0.0
138008,0.064,243.8,1.2,22,3,13,32,0.0
44731,0.0,237.54,12.2,16,1,18,55,17.0
27489,0.0,238.44,10.2,1,4,19,33,18.0
128198,0.216,237.83,16.9,15,3,18,2,17.0
195026,0.142,237.13,1.4,5,1,3,50,1.0
17983,0.0,243.55,9.6,29,12,5,7,0.0
133515,0.104,240.88,7.0,19,3,10,39,18.0
148269,0.114,243.2,1.4,29,3,16,33,0.0
186504,0.138,232.87,1.4,25,4,5,48,0.0
207722,0.156,237.63,2.0,5,9,23,26,0.0
31517,0.218,243.61,6.0,1,7,14,41,20.0
3947,0.086,236.91,16.9,19,12,11,11,45.0
65428,0.144,244.97,1.4,31,1,3,52,2.0
170356,0.21,238.33,1.8,14,4,0,40,0.0
187908,0.178,234.91,1.4,26,4,5,12,1.0
11876,0.168,244.82,2.4,24,12,23,20,0.0
10598,0.048,238.38,16.9,24,12,2,2,45.0
110739,0.096,241.97,1.2,3,3,15,3,0.0
212951,0.114,232.83,13.0,13,5,14,35,45.0
242319,0.09,238.96,1.6,6,3,0,3,0.0
54810,0.0,240.15,8.6,23,1,18,54,0.0
29371,0.188,245.85,1.6,1,6,2,55,2.0
195754,0.188,235.27,1.8,5,1,15,58,2.0
228601,0.054,232.66,1.2,24,5,11,25,0.0
173822,0.104,240.4,1.0,16,4,10,26,0.0
31817,0.376,236.42,10.4,1,7,19,41,17.0
60023,0.102,239.51,5.8,27,1,9,47,18.0
137977,0.0,243.17,0.8,22,3,13,1,0.0
203648,0.0,237.31,0.6,5,7,3,32,0.0
173196,0.178,243.33,1.4,16,4,0,0,0.0
66332,0.0,233.32,14.6,31,1,18,56,17.0
102943,0.106,239.91,1.2,26,2,5,7,1.0
183776,0.0,232.12,5.2,23,4,8,20,18.0
31927,0.144,233.46,16.9,1,7,21,31,45.0
199347,0.098,239.58,0.8,5,4,3,51,1.0
114275,0.0,242.02,0.8,3,6,1,59,0.0
123866,0.094,239.79,5.8,3,12,17,50,18.0
6536,0.118,245.34,1.4,21,12,6,20,0.0
86732,0.23,244.48,1.8,14,2,22,56,2.0
228829,0.0,232.98,1.0,24,5,15,13,0.0
136398,0.07,235.96,7.4,21,3,10,42,17.0
224918,0.098,235.16,7.6,21,5,22,2,16.0
81062,0.198,239.27,11.4,2,11,0,26,0.0
215616,0.052,232.6,5.4,15,5,11,0,17.0
126526,0.09,240.44,11.6,14,3,14,10,38.0
10455,0.064,237.95,16.9,23,12,23,39,45.0
243420,0.0,232.86,7.8,6,3,18,24,16.0
82662,0.0,242.98,1.2,2,12,3,6,0.0
27944,0.0,242.62,9.6,1,5,3,8,0.0
17393,0.174,240.1,7.8,28,12,19,17,1.0
217694,0.074,232.84,6.0,16,5,21,38,1.0
150553,0.36,242.14,11.0,31,3,6,37,1.0
94304,0.088,239.25,10.0,20,2,5,8,0.0
76001,0.372,237.34,9.6,2,7,12,5,19.0
221695,0.178,237.48,1.6,19,5,16,19,1.0
32095,0.142,243.01,5.8,1,8,0,19,18.0
138011,0.058,242.05,1.2,22,3,13,35,0.0
6970,0.262,242.18,10.4,21,12,13,34,35.0
130955,0.0,238.34,5.2,17,3,15,59,18.0
70590,0.388,236.9,10.6,2,3,17,54,18.0
238118,0.162,235.64,1.8,31,5,2,2,0.0
95614,0.0,243.48,1.0,21,2,2,58,0.0
22186,0.122,242.72,10.6,1,1,3,10,1.0
166925,0.214,243.29,1.8,4,11,15,29,1.0
244605,0.0,233.84,0.8,6,4,14,9,0.0
153805,0.078,237.56,5.6,4,2,12,49,18.0
155156,0.0,239.6,5.2,4,3,11,20,18.0
125029,0.0,241.39,1.0,13,3,13,13,0.0
125978,0.0,243.72,1.4,14,3,5,2,0.0
59545,0.254,242.87,3.0,27,1,1,49,2.0
94740,0.248,242.26,6.4,20,2,12,24,18.0
74522,0.0,239.48,3.6,2,6,11,26,0.0
30485,0.258,240.32,4.6,1,6,21,29,2.0
18711,0.2,235.31,1.8,29,12,17,15,0.0
6119,0.074,242.55,10.0,20,12,23,23,18.0
186215,0.198,237.31,1.4,25,4,0,59,0.0
180105,0.0,241.09,1.0,20,4,19,9,0.0
194775,0.0,238.1,1.2,30,4,23,39,0.0
55931,0.12,242.58,6.0,24,1,13,35,19.0
44246,0.0,240.29,1.4,16,1,10,50,0.0
146354,0.0,238.72,6.8,28,3,8,38,19.0
186486,0.0,235.11,0.6,25,4,5,30,0.0
198220,0.0,233.5,4.8,5,3,9,4,17.0
44339,0.324,240.84,13.8,16,1,12,23,41.0
225480,0.07,235.68,6.2,22,5,7,24,18.0
27720,0.2,246.15,2.0,1,4,23,24,0.0
167825,0.102,240.02,1.2,4,12,6,29,1.0
174360,0.15,241.99,1.4,16,4,19,24,0.0
26568,0.116,240.46,9.8,1,4,4,12,0.0
199829,0.108,234.3,1.0,5,4,11,53,0.0
110505,0.0,239.23,0.8,3,3,11,9,0.0
16268,0.0,242.05,5.4,28,12,0,32,18.0
81257,0.0,242.12,9.8,2,11,3,41,0.0
33003,0.0,244.53,7.6,1,8,15,27,18.0
191529,0.102,239.2976727604501,3.6,28,4,17,33,1.0
32664,0.242,237.58,6.0,1,8,9,48,17.0
201257,0.0,236.28,0.8,5,5,11,41,0.0
97918,0.0,241.85,2.6,22,2,17,22,0.0
137559,0.114,247.03,1.4,22,3,6,3,0.0
25597,0.184,242.39,5.8,1,3,12,1,18.0
193307,0.102,239.2976727604501,3.6,29,4,23,11,1.0
88485,0.118,242.94,2.4,16,2,4,9,0.0
105210,0.108,240.06,1.2,27,2,18,54,1.0
187635,0.21,236.49,1.4,26,4,0,39,1.0
145802,0.0,243.46,1.0,27,3,23,26,0.0
150361,0.114,241.05,10.2,31,3,3,25,1.0
134780,0.0,239.72,5.8,20,3,7,44,18.0
